id,syllabus_name,question_type,question,answer,answer_span_1,answer_span_2,answer_span_3,answer_span_4,answer_span_5,reasoning_step_1,reasoning_step_2,reasoning_step_3,reasoning_step_4,reasoning_step_5
obGJbDTQ33HCMzfC,stat-111-syl-spring 2023,single reasoning,I will be out of town the week of April 30th. Which chapters will I miss?,22 and 23,,,,,,"April 30 Chapter 22/23, Chapter 23",,,,
GX8qRWXvDWpEN0pP,1. Syllabus 2023,single reasoning,I have limited time availability. Will I be able to attend office hours if I need help?,"Yes, office hours are by appointment.",,,,,,"Office hours are by appointment, and not at a specific time or hour.",,,,
GKDsd5Z1OhfN3aN7,ResEcon-213-Fall-2022,single reasoning,What is the maximum possible score for a homework assignment that is turned in 1 day late?,The maximum possible score for a homework assignment turned in 1 day late is 85%.,,,,,,"Late homework submissions have a daily penalty of 15%, so an otherwise perfect homework assignment would receive a score of 100-15=85%",,,,
zNEQYnLmWN7IdeAc,Syllabus_BIOLOGY497G_BIOLOGY697G_FA22,single factual,What is the maximum amount of points available for Biology 497G?,The maximum amount of points available for Biology 497G is 263 points.,"""Grading: There is a total of 263 possible points for 497""",,,,,,,,,
Xkcf1OEOAdp4gqa2,MIE 302 Spring 2022 Syllabus-v1,multi factual,Which assignments need to be completed individually?,Reports for labs 2 and 4 and pre-lab calculations for all labs must be completed individually.,"Pre-lab calculations must be independent work and will be turned in as a hardcopy
at the beginning of each lab","For Labs 2 and 4, each student will submit a report with pertinent tables, figures, and
data analysis. These reports must be independent work. ",,,,,,,,
g2KzI1sSPTMv9Nbz,101-f22-syll,single factual,What is the grading scale for an A?,"In order to receive an A in the class, you must have a grade of 92-100.","Grading Scale:
100-92: A",,,,,,,,,
f9KwBt1aWXRgPA9Q,EME6651-SP2023_Syllabus,single reasoning,"I will be unable to attend week 7 of class, what reading will I miss?","You will miss the reading entitled, ""Deep knowledge tracing"" by Piech, Bassen, Huang, Ganguli, Sahami, Guibas, & Sohl-Dickstein.",,,,,,"Module 7: Piech, C., Bassen, J., Huang, J., Ganguli, S., Sahami, M., Guibas, L. J., & Sohl-Dickstein, J. (2015). Deep knowledge tracing. &lt;i&gt;Advances in neural information processing systems, 28.&lt;/i&gt;",,,,
QrVUF1MjXUvzBeMg,ResEcon-213-Fall-2022,summarization,When are discussion sessions and are they hosted by the professor?,Discussion sessions are on Fridays and are hosted by the TA.,"Discussion Sessions: you are each registered for a discussion session on Fridays. Attendance and
constructive participation in your enrolled session is required and will account for 3% of your final grade.","Discussion sections will be hosted by the TA and will be used to guide your application of the methods and tools covered in class to analyze data. Each week the TA will review key terms and methods and
illustrate data analysis using software, Excel. We will also use discussion sections to prepare you for the coming
quizzes and exams using real data sets.",,,,,,,,
qZ3lkTCGgpK4MUkL,MIE 302 Spring 2022 Syllabus-v1,multi factual,What rooms does the class meet in?,"Lectures are in Hasbrouck Lab Room 126 and the laboratory is Gunness Laboratory, Room 19.",Hasbrouck Lab Room 126,"Gunness Laboratory, Room 19",,,,,,,,
MhpvCw35OU4R5dbh,Syllabus Bio 544 lecture S23,yes/no,Can we meet virtually during office hours outside of class to talk to the professor? ,Yes,"Office/review hours:
Thursday 4:00-5:00 on Zoom or by appointment ",,,,,,,,,
hfl8HDlGS1GyC35q,GEOG468668syllabusGIS_2023,single factual,Where are the in person Classroom Lectures located for this course?,In person Classroom Lectures are located in 225 Morrill III.,In person Classroom Lectures in 225 Morrill III,,,,,,,,,
nJZq85qLWwiWeevx,270 Syllabus Fall 2022 (1),no answer,How much will the extra credit assignments that are offered be worth?,No/insufficient information,,,,,,,,,,
SIxMtyVincaIoxwQ,MIE 302 Spring 2022 Syllabus-v1,summarization,What safety protocols will I need to follow in the lab?,"All students must use the safety equipment that is provided, heed the instructions from lab workers, wear closed-toe shoes, tie back long hair and loose clothing, and refrain from bringing food or beverages into the lab.","Please use the provided safety equipment and follow all instructions from lab
personnel ",You may not wear open-toed footwear in the lab,Please secure any loose hair or clothing when operating the machines.,• Food and drink may not be brought into the lab.,,,,,,
AHIIiExn1Bob7n3E,270 Syllabus Fall 2022 (1),single factual,What is the estimated workload for this course?,"The estimated workload for this course is 9 hours per week for 14 weeks, which amounts to a total of 126 hours on lectures, homeworks, and projects.","For a 3-credit course, we expect 9 hours/week workload for 14 weeks. This means a total of 126h on lectures, homeworks, and projects.",,,,,,,,,
RTsQkKkedZf9uFQ6,soc795E,multi reasoning,What are the lab meeting timings?,The lab meetings are 60-90 minutes for required structural required activities and 30-60 minutes for optional open exploration.,,,,,,60-90 minutes for required structural meetings,30-60 more minutes for optional open exploration.,,,
eWrDvXM3WWHFki7m,"CS4501-001_ Privacy in the Internet Age, Fall 2021_1",single reasoning,Can I miss all the quizzes and still get an A?,"No, if you received a 0 on all quizzes you would get a B at best.",,,,,,Quizzes are worth 15%. If a student receives an 85% in they will not get an A.,,,,
ne3lU1HaPqU9eVOP,Nutr_130H_Syllabus_2021Fall,single factual,When are office hours?,Thursday 4:00-5:00pm by appointment.,Office Hours: Thursday 4:00-5:00pm by appointment.,,,,,,,,,
SgLRi2fBPzdl0C2U,Syllabus_BIOLOGY497G_BIOLOGY697G_FA22,single factual,"When writing the reading reflections, how many sentences must be included?","Each reading reflection should be one paragraph, at least 4 to 5 sentences in length.",Each student will write in the Moodle Assignments a short reflection of the reading. It only needs to be one paragraph (4-5 sentences) with a topic sentence and questions and thoughts you have regarding the article.,,,,,,,,,
iDsWtz8RbP5Rqxrl,315 Lab Syllabus 22-01-11,multi factual,What else does this course's Moodle curriculum offer?,"You can access course-related information on Moodle, including the syllabus, announcements, readings, assignments, and grades. There is a forum as well, and you will get the post updates and reminders during the semester.","You will find items such as the syllabus, announcements","Course materials, assignments, grades, and other relevant course information",There is also a forum which I will use to send updates and reminders during the semester,,,,,,,
0OvwlFXoccR0NXkV,Spring 2022 SCH-MGMT 697DS Data Science for Business Syllabus,no answer,When will the mid-term exam be?,No/insufficient information,,,,,,,,,,
hPhqgFz3o17Anhjs,Biol582_2022_Syllabus,multi reasoning,What will the impact on my final grade be if I miss the week of November 8?,Missing just 1 week should have minimal impact on you final grade although you may still have to read the missed lecture slides and required readings.,,,,,,You will miss 2 quizzes and 2 lectures during that week along with lab 9.,The 4 lowest quiz scores will be drop for the final grade. ,All labs are worth 22% to final grade.,Attendance is expected for lectures to obtain all necessary information. ,"Each lecture has required readings. Readings and posted lecture slides are intended to supplement, not replace lectures."
fyNrmvdI4Ni96xBu,Teaching Math in Elementary School 2 Proposed Syllabus,no answer,What days will this course be taught on?,No/insufficient information,,,,,,,,,,
QYu4cxIW7vPJlKPz,ResEcon-213-Fall-2022,no answer,What degree programs is this class required for?,No/insufficient information,,,,,,,,,,
GjB5nWebAglA6J4e,130 syllabus_2 S 2023,yes/no,Are there opportunities for extra credit in this course?,Yes,Extra Credit Opportunities (for a maximum of 5 credits),,,,,,,,,
oO3BgNGeXOy9L7pN,130 syllabus_2 S 2023,no answer,What is the name of the suggested textbook?,No/insufficient information,,,,,,,,,,
WtEL0zpenhYc3IZm,MKTG 497G Customer Insight Syllabus S2023,no answer,What research project topic will we be assigned?,No/insufficient information,,,,,,,,,,
0yx9w54L9ruZK6Jy,MIE 380 syllabus F22,multi reasoning,I'll miss Exam 1 on October 17. Will I still be able to obtain A-?,"No, you will not be able to receive an A- if you fail to attend Exam 1, since A- requires a score of 90 or more. Exam 1 accounts for 25% of your final mark. If you skip the  Exam 1 and get a flawless score in the other evaluation components, your highest achievable score is 75.",,,,,,Exams 1 and 2 are both 50%.,"As a result, exam 1 is worth 25% of the total.","Assuming flawless scores in the other evaluation components, the highest achievable score is 75/100.",An A- requires a minimum score of 90.,
Actv3GXdHeq31gX5,JOURNAL 310 (International Journalism) Syllabus - 2022 Spring,single reasoning,"If someone is dismissive of me, can I do anything about it","Yes, you can bring this issue to the professor.",,,,,,"The course has expectations of openness and inclusivity, so you can bring it up.",,,,
UDp7GTbnZX2LAK0t,1. Syllabus 2023,single reasoning,How much time is allotted for the final?,Ten minutes is allotted for your final presentation and question session.,,,,,,The final oral presentation should be 5 minutes long. There will be 5 minutes after for intense questions. The total is 10 minutes.,,,,
4TOOHgZ44vNYU9kv,Most Recent P132 Syllabus - Spring 2022,no answer,What is the date for Exam III?,No/insufficient information,,,,,,,,,,
8wIGCIjOtQjh8FDr,Sch Mgmt 652 Syllabus - Fully OnLine,summarization,How will we be quizzed on material?,"In general, quizzes will consist of open-ended questions you will use BNA Tax to answer. You will also have quizzes that consist of preparing tax files memos or client letters. Overall, quizzes will account for 15% of your grade.","Quizzes:
Quizzes will be administered to ensure student have an understanding of the material that 
is covered in class. Quizzes will generally consist opened ended questions that you will 
need to answer using BNA. ","Other quizzes will consist of preparing tax file memos or 
client letters.","EVALUATIONS: The following will be the examination and grading policy:
Quizzes 15%",,,,,,,
lCsrSbJbHA2SCiGr,"CS4501-001_ Privacy in the Internet Age, Fall 2021_1",single factual,Are quizzes in person?,"No, quizzes will be given online on the Collab platform.",Quizzes will be online via the “Tests & Quizzes” tab on Collab during a given time window.,,,,,,,,,
4JWLkQoqNfR42ya4,stat-111-syl-spring 2023,multi reasoning,How can students request special accommodations for exams due to a documented disability?,"By following these steps, students with documented disabilities can request and receive the necessary special accommodations for exams.",,,,,,"Obtain documentation of the disability. Students should have a documented physical, psychological, or learning disability on file with Disability Services (DS) at the University of Massachusetts Amherst.","Notify the instructor. Within the first two weeks of the semester, students should inform their instructor about their documented disability and the need for special accommodations for exams.", Contact Disability Services (DS). Students should contact DS to request the necessary special accommodation documents. This can be done by reaching out to the Exam Proctoring Coordinator at examsaccess@admin.umass.edu or through the provided phone number.,Submit special accommodation documents. Students should ask DS to send the special accommodation documents to their instructor at least one week before the exam. This ensures that appropriate arrangements can be made.,"Schedule the exam. For students with documented disabilities, DS will provide instructions on when and where to take the exam. Students should follow the guidance provided by DS and schedule the exam accordingly."
woF7KVlwJxa1iO8r,1. Syllabus 2023,summarization,What are some ways I could end up with a bad grade in the course?,"Unexcused absences, late assignments, academic dishonesty, and a poor presentation will all adversely affect the final grade.","More than two unexcused absences will result in a
drop of at least one letter grade.","Assignments are to be turned in
promptly on the date they are due, or students will be subject to a drop of at least one letter grade per day. ",Academic dishonesty in any form will not be tolerated and will result in a grade of zero. ,The presentations will be reviewed on the content of their presentations and the quality of the presentations.,,,,,,
4eLdSnhiMjf9RHDk,Syllabus_IntroGIS_Fall2022,summarization,What are the administrative details about the methodological outline and study area map for the final project?,"The outline of your project topic (including planned methods for researching your GIS question) must include: 1) a 250-word description, 2) a table of the datasets, with a short description, and data sources, 3) an outline of the mapping and/or analytical steps required, and 4) a professional map of your study area, created using appropriate cartographic techniques.",A 250-word description of your planned research project.,"A table of the datasets that you will use to complete your project, a short description of the data, and the data source(s).",An outline of the mapping and/or analytical steps required to complete your research project.,A map of your study area using appropriate cartographic techniques – invest the time making a professional map that you can reuse on your final poster.,,,,,,
OylNHGdHhICiAxQC,270 Syllabus Fall 2022 (1),multi factual,What materials will I need for this course and where can I get them?,You are going to be needing the Pearson material which you will find through Moodle and the Visible Body anatomy atlas which you cam get for free at the library. ,"Pearson materials accessed through Moodle (modified MasteringAandP.com, including eText, Study area, and Learning Catalytics).","Visible Body anatomy atlas can be accessed at
no cost through the library",,,,,,,,
sEp40Hht24inxL37,Syllabus-549,multi factual,What are the graded portions of this course?,Homework worth 50% and Final Presentation worth 50%.,Homework 50%,Final Presentation 50%,,,,,,,,
zCEtpPjifcxrGN0G,Syllabus_IntroGIS_Fall2022,multi factual,When and where are instructor office hours held?,"Instructor office hours are held by appointment, over Zoom or in person. In person office hours are held in Morrill IV South 260. Use the scheduler at Meetme.so/UMassGIS, and email for other availability if no time works for you.","By Appointment:
Meetme.so/UMassGIS (Zoom & In Person)",Office: Morrill IV South 260,"If no time in the scheduler works for you, please email for other availability!",,,,,,,
bE510zWjHnqYUrdh,Acct 371 Syllabus - Spring,single factual,The quizzes for each week will have how many questions?,Each quiz has 5 multiple-choice questions.,Quizzes: - There will be short quizzes each week during the semester in CNOW for each Chapter we cover. There will be approximately 13 quizzes during the semester. I will drop the lowest 2 quizzes. Each quiz will consist of 5 multiple choice questions.,,,,,,,,,
W2euNT4NdEs7B4Gm,2023_Chem122_syllabus,summarization,"How do they evaluate the grading of this academic course?
","The course will involve exams, homework, labs, engagement, and in-person problem-solving sessions. Lecture surveys, problem sets, OWL homework, midterm exams, final exam, and lab sessions will contribute to a total assessment of 2500.","Lecture surveys - 250, Problem Sets - 400, OWL Homework - 250 (10% of the grade).",Midterm Exams 600 ,Final Exam 500 (final class meeting and  Date posted on SPIRE (TBD)),Lab 500 (20% of the grade) ,Total assessment of this course is 2500,,,,,
YhsDTZjncpBEwJfD,EME6651-SP2023_Syllabus,yes/no,Will the class be offered in the Spring?,Yes,Academic Term: Spring 2023,,,,,,,,,
ny7YdtnjLjTDUIm9,130 syllabus_2 S 2023,single reasoning,How many extra credit points in total can I earn for completing the reading questionnaires?,"There are nine reading questionnaires and you can earn 0.25 of an extra credit point for each completed questionnaire, therefore you can earn up to 2.25 extra credit points for completing all of the reading questionnaires.",,,,,,Extra Credit Responses (0.25 of an extra credit point for each completed questionnaire.) There will be nine reading questionnaires.,,,,
ozRgFnZVl0VV3ghI,syllabus_fall2022-revised2,single factual,How is the final exam given?,The final is given as a take-home exam.,There will be a take-home final exam in this course.,,,,,,,,,
yBIneEppxwooveF4,ResEcon-213-Fall-2022,yes/no,Can you request an extension for homework?,No,No extension.,,,,,,,,,
L8GWTZTMByOgsfLv,Syllabus_BIOLOGY497G_BIOLOGY697G_FA22,single reasoning,Will this course help me land a job?,The development of your perspectives and skills offered thru this course will help you with finding a job.,,,,,,"The development of these perspectives and skills will increase your competitiveness for internships, jobs, graduate programs and professional schools.",,,,
S4KqMdUtSiLkcq0y,1. Syllabus 2023,multi factual,What are the main objectives of the class?,"The course objectives are to introduce students to the federal budget process, integrate subject matter interests with the federal budget and to take part in exercises that will prepare students for work involving the federal government.","The goals of this course are threefold. First, the course aims to introduce students to the
federal budget process.","Second, the course integrates subject matter interests with the federal
budget. ","Third, the course provides opportunities to engage in exercises that prepare students
for work involving the federal government.",,,,,,,
ug8igS86tPhCxVQm,JOURNAL 310 (International Journalism) Syllabus - 2022 Spring,no answer,Are there any country specific requirement not allowed to enroll in this course.,No/insufficient information,,,,,,,,,,
3PsMZ2FMn0MQV5f5,ResEcon-213-Fall-2022,yes/no,Is the class held on the weekend?,No,Mon/Wed 2:30-3:45pm (EST),,,,,,,,,
jFBLQsc6kEhHvkTh,Teaching Math in Elementary School 2 Proposed Syllabus,multi factual,What topics will be covered the first two weeks of class?,The topics covered during the first two weeks of classes will be Introduction to Geometry and Measurement and Learning about Measurement,Introduction to Geometry and Measurement,Learning about Measurement,,,,,,,,
ztgv31ZTaAur2RVi,CS Syllabus for 568,multi factual,What items will be graded for the course?,"Grades for the course will be a project that is 40%, Exams that are 30% and Reading report and class participation that count for 30%.",Project 40%,Exams 30%,Reading Report & Class Participation 30%,,,,,,,
nkPHV4LOJNZeJzhv,Syllabus-549,yes/no,Will there be a final exam?,No,No Final Exam.,,,,,,,,,
O8jSyUUgCMEOhBaO,Teaching Math in Elementary School 2 Proposed Syllabus,multi factual,What is included in the homework assignments?,The homework assignments will be made up of a combination of TD reading activities and discussion board reflections.,TD Reading Activities,Discussion board reflections.,,,,,,,,
pGvjQ3LgeXgBFS0w,Biol582_2022_Syllabus,multi reasoning,I'll miss the first exam on October 4. Will it still be possible for me to earn an A- in the course?,"No, it will not be possible for you to earn an A- in the course if you miss the first exam. Each exam is worth 11% of your grade and the lowest score you can earn and receive an A- is 90%. Assuming full points on all other components of the course, the maximum score you will be able to earn is 89%.",,,,,,Each exam is worth 11% of your grade.,"Assuming full points on all other components of the course, the maximum score you will be able to earn is 89%.",The lowest score you can earn and receive an A- is 90%.,,
TfJbfPT3nrUsFpgN,advanced_system_software_design_redacted,no answer,Does the professor have any office hours?,No/insufficient information,,,,,,,,,,
3zu5JoPTawbtcezZ,ResEcon-213-Fall-2022,multi factual,How long do you have to complete each quiz and how many attempts can you make?,"Each quiz will be available for five days; however, once you start a quiz, you only have 2 hours to complete it. You have two attempts per quiz.",5. Quizzes: Each quiz will remain active for at least 5 days.,5. Quizzes: Quizzes are timed – you will have 2 hours.,5. Quizzes: You can make two attempts at each quiz (only the highest attempt per quiz will be counted). ,,,,,,,
psnzMqSPWuo6yVt5,EME6651-SP2023_Syllabus,single factual,What is the ultimate end-goal of this class?,For students to be prepared as successful educational researchers and practitioners using learning analytics.,".	The	ultimate	goal	of	this	course	is	
to prepare students to be a successful educational researcher and practitioner who is able to	use learning analytics	
in	their	specific	subject	area.",,,,,,,,,
ggiWwVhdhap4qGx8,ResEcon-213-Fall-2022,single factual,How many online quizzes will there be during the semester?,6,5. Quizzes: There will be six online quizzes in Connect posted throughout the semester.,,,,,,,,,
utpzup25XIsrZ4Wm,Syllabus_209H_230301,summarization,What are the rules and policies regarding quizzes?,"Quizzes will account for 30% of your grade, and will be given at the start of each class for which there was an assigned reading. Each quiz has 5 questions and the lowest score you can get is 50 points out of 100. Your lowest quiz score will be dropped from the final grade calculation.","2. Quizzes (30%)

",a. A short quiz will be given at the beginning of class when there is assigned reading.,"b. Each quiz will consist of 5 questions (multiple-choice or short answer) and is worth 100 points. If you get all 5 correct, then you will get 100. 4/5 earns 90, 3/5 earns 80, 2/5 earns 70, and 1/5 earns 60. Even if you miss all 5 questions, you will earn 50 points just for taking it, so you should come to class on time and take the quiz even if you haven’t done
the reading.","c. The lowest grade in this category will be dropped from the final grade calculation. This
includes quizzes that are missed because of tardiness or absence.",,,,,,
fu92Y2LTPHvYMDTw,MKTG 497G Customer Insight Syllabus S2023,summarization,What are the major components of our grade?,"Your grade will be based on class participation, blackboard participation, exams, and research assignments.", Participation is a part of your grade, Blackboard Participation is a part of your grade,Exams are a part of your grade,Research assignments are a part of your grade,,,,,,
oF6i8mWyRCnV5AND,MIE 302 Spring 2022 Syllabus-v1,single reasoning,"If I come to class sick, will I be asked to leave?",Probably,,,,,,They say stay home if you're sick,,,,
2uRpYUIEaQJvv6pu,EME6651-SP2023_Syllabus,yes/no,Can I email the professor?,Yes,Please contact me through canvas or email if you would like to set up a time,,,,,,,,,
WmIbeAmp0coGL9JT,syllabus-RESEC213-2023spring-yp,no answer,Are there extra credit assignment opportunities given throughout the year?,No/insufficient information,,,,,,,,,,
4vOsJMPOaoiCKc2C,PH224_Syllabus_Spring23,no answer,Is it ok to submit assignments in my native language if it is not English?,No/insufficient information,,,,,,,,,,
NNmxbmqDPV7u4bvM,796 Syllabus,multi factual,What do the class discussions entail?,"You should do the required reading before class, and come prepared with one question, related to the reading, that you would like to ask the class to stimulate discussion. Be respectful of each other, especially when there are different opinions.","Each week, you should prepare one question you would like to discuss in class.","In addition, you should come to class prepared to participate in class discussions.","You should study each reading and
be able to share critical analyses in class.","While we can expect a healthy debate on some issues, you
must demonstrate respect for others with whom you disagree.",,,,,,
M5vFv8FE296RVC6e,MIE 302 Spring 2022 Syllabus-v1,summarization,What policies are in place to prevent the spread of COVID-19 in the lab?,"In the lab, all students are required to wear masks or face shields, use hand sanitizer or wash their hands before touching any equipment, and wipe down the equipment prior to using it and after using it. Students are also encouraged to stay home from the lab if they are sick.",Wear face masks (face shields) always while in the lab.,"Sanitize your hands before touching instruments, computers, and lab equipment.","Wipe down all instruments, computers, and lab equipment before and after use.","With the exception of health-related reasons – if you are unwell, please stay home
and inform the instructor! – there is no provision to reschedule or make-up labs.",,,,,,
ShMff4eS6IzMU2Yb,Nutr_130H_Syllabus_2021Fall,single reasoning,I have a dentist appointment on the same day as the first quiz.  Am I garanteed to get a zero on that quiz?,You can do a makeup quiz if you have a doctor's note.,,,,,,"Make-up exams and quizzes will only be scheduled for those students presenting a valid excuse
for missing the examination (as outlined in “Academic Regulations”), such as a medical note or
signed note from the department head.",,,,
qWy2yKAvA1TISHtK,JOURNAL 310 (International Journalism) Syllabus - 2022 Spring,no answer,Can I video record the lecutre?,No/insufficient information,,,,,,,,,,
zgA8dXeCOZRaXc48,ResEcon-213-Fall-2022,multi factual,What materials do you need to take this course?,"Textbook, Applied Statistics in Business & Economics by David P. Doane and Lori E. Seward, 7th Edition, with online tool, Connect, a personal response transmitter (iClicker 2), and access to a computer.","Required Materials:
1. Text: Applied Statistics in Business & Economics by David P. Doane and Lori E. Seward, 7th edition. An
online tool called Connect comes with e-textbook access.",Required Materials: Personal Response Transmitter (iClicker2),Required Materials: 3. Computer Access:,,,,,,,
bMUYaqz3LGfrLA4d,"CS4501-001_ Privacy in the Internet Age, Fall 2021_1",single reasoning,How much of a penalty will there be for turning in an assignment 3 days late?,There will be a 30% penalty for turning in an assignment 3 days late.,,,,,,There is a 10% penalty for each day the assignment is late. 3*10=30%,,,,
7ScEPe5tyPceYsQf,Syllabus_IntroGIS_Fall2022,multi reasoning,"I am very uncomfortable presenting in front of people, is it possible to earn a B in the course if I choose not to participate in the final poster presentation?","Yes, it is possible to earn a B for this course if you choose not to participate in the final poster presentation. You will have to earn a perfect score on all other assessments to earn an 85%, which would result in a B for the course.",,,,,,Final Poster and Data Sharing is 15% of the total grade.,"Assuming a perfect score on all other assessments in the course, the maximum score possible is 85%.",The grading schema for a B in this course is 86.9% to 83.0%,,
pvl5sfj7ErZ8bG63,"CS4501-001_ Privacy in the Internet Age, Fall 2021_1",single reasoning,Should I come to class if I feel ill,No you should stay home if you think you are sick.,,,,,,"There are policies in place to prevent covid, so it would be best to stay home",,,,
LhLDjGoTCR1zQ5FD,ResEcon-213-Fall-2022,yes/no,Will there be a discussion session in the first week of class?,No,Discussion Sections: NO DISCUSSION WILL BE HELD DURING THE FIRST WEEK OF CLASS. ,,,,,,,,,
cx1BGor8shzazmTZ,Sch Mgmt 652 Syllabus - Fully OnLine,multi factual,What's required other than a textbook for this course?,Bloomberg Tax (BNA) is required and will be provided. You also need to be able to access the class website on Blackboard.,"We will also be using the online tax research platform of Bloomberg Tax
(BNA). I will enroll you in BNA. You will be assign a username and
password for the website: https://www.bloombergtax.com.",Access to the class site on Blackboard,,,,,,,,
38MQwTsma76gJZdq,soc795E,multi reasoning,How much time commitment is required for labs throughout the course?,"There are a total of 12 labs, lasting for 90 minutes each, totaling 18 hours for the entire semester.",,,,,,Each lab runs for 60 minutes to 90 minutes.,Labs are scheduled from 3:30 to 5:00 PM on Wednesday.,There are a total of 12 labs.,"At 90 minutes each, for 12 labs, the time commitment is 18 hours.",
KqmO8scuSnGlzItl,soc795E,single factual,What is the grade percentage for the participation?,The grade for the participation is 75%, 75% Participation,,,,,,,,,
PB2cXXyMy9gmYomk,advanced_system_software_design_redacted,multi factual,What non  attendance areas are included in the final grade? ,"The final grades includes, midterms, finals, project, class assignments and finally bonus points.  ",Midterm 20%,"Final 25%
",Project 30%,Assignments 20%,Bonus Points 9%,,,,,
4UhvaNY7hU9Vp6ld,Sch Mgmt 652 Syllabus - Fully OnLine,multi factual,What are the procedures that the faculty member must follow in this course?,"The faculty member must commit to the process by preparing for the classroom experience, caring for the student, and striving to make the course a satisfying development experience.","Careful and complete preparation for the classroom experience,","Concern and attention to the student,",Striving to make the course a satisfying development experience.,,,,,,,
8CZHlZJQpKTe79On,Syllabus_Grounding_S_2023,single factual,When are the weekly log on the readings due?,"Weekly logs are due the day before class, on Wednesdays at 1pm. ",They’re due Wednesday at 1pm (24 hours before class),,,,,,,,,
PRqxObwb1XH41zEG,101-f22-syll,single reasoning,Do all disabled pupils receive accommodations?,"No, only students with verified disabilities who have a file with Disability Services will be eligible for accommodations.",,,,,,You might be qualified for accommodations in this course if Disability Services has a record of your documented disability.,,,,
AakTLQDqMfXCwU93,Acct 371 Syllabus - Spring,single factual,What percent of my grade does homework count for?,Homework counts for 10% of the total grade.,Homework 10%,,,,,,,,,
D1zdUevIK7dy29No,Honors 391AH - AA Media Pop Culture - Fall 2022 Syllabus,single reasoning,I have ADHD does that make me ineligible to take the class?,"If you have a documented learning disability on file with Disability Services (DS), you may be eligible for reasonable academic accommodations to help you succeed in this course. If you have
a documented disability that requires an accommodation, please notify the instructor within the first two weeks of the semester so that appropriate arrangements for accommodation can be made.",,,,,,"The accommodation statement below does not make specific reference to ADHD as a disability, but makes reference to ""learning disability"" a category for which ADHD falls under..

Accommodation Statement
The University of Massachusetts Amherst is committed to providing an equal educational opportunity for all students. If you have a documented physical, psychological, or learning disability on file with Disability Services (DS), you may be eligible for reasonable academic accommodations to help you succeed in this course. If you have
a documented disability that requires an accommodation, please notify me within the first two weeks of the semester
so that we may make appropriate arrangements.",,,,
sPTlsPfufHOrUpb3,syllabus-RESEC213-2023spring-yp,single reasoning,Should you be respectful of others?,Yes,,,,,,"The professor finds respect for diversity important, so they would probably want their students to feel the same way.",,,,
7078eKPG1l46e6Ih,FIN 408 Syllabus updated v2,single factual,What programming language is used for this course?,R programming is used as part of this course.,"We will use R for our data exercise. You could use the following link to download R on your
computer.
Installing R: https://rstudio-education.github.io/hopr/starting.html",,,,,,,,,
Oyrk5EUrSudPxcLY,PH224_Syllabus_Spring23,multi factual,I am not available on Tuesday's during student hours to meet. What other options do I have if I need help?,Arrangements for meeting outside of schedule student hours can be mail via email. You are free to schedule with the professor or TA. Meetings are available both in person and virtually thru Zoom.,Zoom (link posted on Moodle),send me an email if you would like to meet at a different time,"Graduate TAs will also be available for questions. Their drop-in hours are posted at the top of the
Moodle page, along with their office locations and/or Zoom links",,,,,,,
ggfBw0n7lgzjbNhk,2023_Chem122_syllabus,no answer,How many credits will I earn from completing this course?,No/insufficient information,,,,,,,,,,
RfdVrMvvNZCdWu8t,Syllabus_BIOLOGY497G_BIOLOGY697G_FA22,single reasoning,"If I fail all of the problem sets, will I fail the course for 497?",You will fail the course if you fail all of the problem sets.,,,,,,Problem sets account for 63% of the mark.  37% of the mark comes from reading/discussion reflections & the report/presentation. The 1% mentioned for attendance/participation would only be used if someone was close to another letter grade.,,,,
HaXpdbW1WLnY7PmO,Biol582_2022_Syllabus,summarization,What are the administrative details on the final paper?,"For the final paper, you will build a hypothetical animal based on real processes that are scientifically grounded. The paper will be no more than 5 pages (1.5 line spacing,
excluding references or figures/illustrations). The paper will also include an annotated bibliography (9+
references minimum — 3/trait) that you will turn in before the Thanksgiving break.",Build me a hypothetical animal – a “hopeful monster”.,"this endeavor should be scientifically
grounded and based on real processes (use citations!)","The paper should be no more than 5 pages (1.5 line spacing,
excluding references or figures/illustrations).","You will also turn in an annotated bibliography (9+
references minimum — 3/trait) before the Thanksgiving break.",,,,,,
dRh5nBscPLd6Tl2F,315 Lab Syllabus 22-01-11,single factual,When might the instructor refer a student to the Dean of Students?,"Students who are unable to attend lab or complete individual or group work in a timely fashion may be directed to the appropriate support resources such as UHS (University Health Services), the Dean of Students, or Disability services if needed.","In general, if you are unable to attend lab or complete individual or group work in a timely fashion, be in contact (email or message in teams) with me so we can make reasonable and appropriate accommodations. I can also direct you to the appropriate support. (UHS, Dean of Students, Disability services, etc.)",,,,,,,,,
